CustomerKey,Age,CommuteDistance,EnglishEducation,Gender,HouseOwnerFlag,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,EnglishOccupation,Region,TotalChildren,YearlyIncome,BikeBuyer
14655,59,10+ Miles,Graduate Degree,F,1,M,3,5,Professional,North America,5,70000,0
14656,59,0-1 Miles,Graduate Degree,M,1,M,0,0,Professional,North America,1,80000,1
14657,59,0-1 Miles,Partial College,M,0,M,1,0,Skilled Manual,North America,1,80000,1
14658,59,2-5 Miles,Bachelors,F,1,M,1,0,Professional,North America,1,60000,0
14659,60,2-5 Miles,Bachelors,M,1,M,1,0,Professional,North America,1,60000,0
14660,60,0-1 Miles,Bachelors,F,1,M,1,0,Professional,North America,1,60000,1
14661,59,2-5 Miles,Bachelors,F,1,M,1,0,Professional,North America,1,60000,0
14662,59,0-1 Miles,Bachelors,M,1,M,1,0,Professional,North America,1,60000,1
14663,59,2-5 Miles,Bachelors,M,1,M,2,4,Professional,North America,5,70000,0
14664,59,0-1 Miles,Graduate Degree,F,1,S,0,4,Management,North America,5,80000,1
14665,48,0-1 Miles,Graduate Degree,M,1,M,1,4,Management,Pacific,4,80000,0
14666,49,0-1 Miles,Graduate Degree,M,0,M,0,0,Management,Pacific,1,90000,1
14667,47,0-1 Miles,Graduate Degree,F,1,M,1,4,Management,Pacific,4,80000,1
14668,48,0-1 Miles,Graduate Degree,M,1,M,1,4,Management,Pacific,4,80000,1
14669,47,0-1 Miles,Graduate Degree,F,1,M,1,4,Management,Pacific,4,80000,0
14670,49,2-5 Miles,Bachelors,F,1,S,1,2,Professional,Pacific,2,60000,1
14671,50,0-1 Miles,Bachelors,F,1,M,1,2,Professional,Pacific,2,60000,1
14672,48,0-1 Miles,Graduate Degree,M,1,S,0,0,Management,Pacific,1,110000,1
14673,48,0-1 Miles,Graduate Degree,M,1,M,1,0,Management,Pacific,1,110000,1
14674,50,10+ Miles,Bachelors,F,1,M,4,5,Professional,Pacific,5,70000,0
14675,50,10+ Miles,Bachelors,F,0,M,4,5,Professional,Pacific,5,70000,0
14676,51,10+ Miles,Bachelors,M,1,S,4,5,Professional,Pacific,5,70000,1
14677,51,0-1 Miles,Graduate Degree,M,1,S,3,5,Management,Pacific,5,80000,0
14678,51,0-1 Miles,Graduate Degree,F,1,M,3,5,Management,Pacific,5,80000,0
14679,51,0-1 Miles,Bachelors,F,1,S,3,5,Professional,Pacific,5,80000,0
14680,51,1-2 Miles,Bachelors,M,1,S,3,5,Professional,Pacific,5,80000,0
14681,49,0-1 Miles,Bachelors,F,0,S,1,0,Professional,Pacific,0,70000,1
14682,49,5-10 Miles,Bachelors,F,0,S,1,0,Professional,Pacific,0,70000,0
14683,53,5-10 Miles,Bachelors,F,1,M,2,3,Professional,Pacific,3,60000,0
14684,53,0-1 Miles,Bachelors,M,1,M,2,3,Professional,Pacific,3,60000,0
14685,54,0-1 Miles,Bachelors,M,0,S,2,2,Professional,Pacific,3,60000,0
14686,54,5-10 Miles,Bachelors,F,1,M,2,2,Professional,Pacific,3,60000,0
14687,44,2-5 Miles,Partial College,F,1,S,1,0,Clerical,Europe,0,30000,0
14688,37,1-2 Miles,Partial High School,F,0,S,2,0,Manual,Europe,0,20000,0
14689,37,0-1 Miles,Partial High School,F,0,S,2,0,Manual,Europe,0,20000,0
14690,38,1-2 Miles,Partial High School,M,0,S,2,0,Manual,Europe,0,20000,0
14691,38,1-2 Miles,Partial College,M,0,M,1,0,Clerical,Europe,0,30000,0
14692,40,2-5 Miles,Partial College,F,0,S,1,0,Clerical,Europe,0,30000,0
14693,45,2-5 Miles,High School,M,0,S,1,0,Manual,Europe,0,30000,0
14694,44,2-5 Miles,High School,F,1,S,1,0,Manual,Europe,0,30000,0
14695,45,0-1 Miles,Partial High School,M,0,S,2,0,Manual,Europe,0,10000,0
14696,45,0-1 Miles,Partial High School,M,0,S,2,0,Manual,Europe,0,10000,0
14697,46,1-2 Miles,Partial High School,M,0,S,2,0,Manual,Europe,0,20000,1
14698,44,1-2 Miles,Bachelors,F,1,M,1,1,Skilled Manual,Europe,1,40000,0
14699,44,1-2 Miles,Bachelors,M,1,M,1,1,Skilled Manual,Europe,1,40000,0
14700,44,0-1 Miles,Bachelors,M,1,M,1,1,Skilled Manual,Europe,1,40000,1
14701,46,1-2 Miles,Partial High School,M,0,S,2,0,Manual,Europe,0,20000,1
14702,45,1-2 Miles,High School,M,0,M,1,0,Manual,Europe,0,30000,1
14703,45,2-5 Miles,High School,M,0,S,1,0,Manual,Europe,0,30000,0
14704,46,0-1 Miles,Partial High School,F,0,S,2,0,Manual,Europe,0,10000,0
14705,46,1-2 Miles,Partial College,F,1,S,0,2,Clerical,Europe,2,40000,1
14706,45,0-1 Miles,Partial College,F,1,S,0,2,Clerical,Europe,2,40000,0
14707,46,0-1 Miles,Partial High School,F,0,S,2,0,Manual,Europe,0,10000,0
14708,46,1-2 Miles,Partial High School,F,0,S,2,0,Manual,Europe,0,20000,1
14709,47,2-5 Miles,High School,M,0,S,1,0,Manual,Europe,0,30000,1
14710,47,2-5 Miles,High School,F,0,S,1,0,Manual,Europe,0,30000,0
14711,46,2-5 Miles,High School,F,1,S,1,0,Manual,Europe,0,30000,0
14712,46,2-5 Miles,High School,M,0,S,1,0,Manual,Europe,0,30000,1
14713,47,1-2 Miles,Partial College,M,1,S,0,2,Clerical,Europe,2,40000,1
14714,47,1-2 Miles,Partial College,F,1,S,0,2,Clerical,Europe,2,40000,1
14715,47,0-1 Miles,Partial College,M,0,M,0,2,Clerical,Europe,2,40000,0
14716,46,0-1 Miles,Partial College,F,1,S,1,2,Clerical,Europe,2,40000,1
14717,47,1-2 Miles,Partial College,F,1,S,1,2,Clerical,Europe,2,40000,0
14718,46,1-2 Miles,Partial College,M,1,S,1,2,Clerical,Europe,2,40000,0
14719,47,0-1 Miles,Partial College,M,0,M,2,2,Clerical,Europe,2,40000,1
14720,47,1-2 Miles,Partial College,F,1,S,0,3,Clerical,Europe,3,40000,1
14721,43,0-1 Miles,Partial College,M,1,S,1,3,Clerical,North America,3,40000,0
14722,43,1-2 Miles,Partial College,F,1,S,2,3,Clerical,North America,3,40000,1
14723,42,0-1 Miles,Partial College,M,1,S,0,4,Clerical,North America,4,40000,0
14724,51,0-1 Miles,Graduate Degree,M,1,M,0,0,Skilled Manual,North America,0,60000,0
14725,51,0-1 Miles,Graduate Degree,M,1,M,0,0,Skilled Manual,North America,0,60000,0
14726,51,1-2 Miles,Graduate Degree,M,0,S,0,0,Skilled Manual,North America,0,60000,1
14727,51,1-2 Miles,Graduate Degree,F,1,S,0,0,Skilled Manual,North America,0,60000,1
14728,51,1-2 Miles,Graduate Degree,F,1,S,0,0,Skilled Manual,North America,0,60000,1
14729,51,0-1 Miles,Graduate Degree,F,1,S,0,0,Skilled Manual,North America,0,60000,0
14730,65,0-1 Miles,High School,M,0,M,2,0,Manual,North America,2,20000,1
14731,64,5-10 Miles,Bachelors,M,1,M,1,0,Skilled Manual,North America,1,30000,1
14732,64,2-5 Miles,Bachelors,F,1,M,1,0,Skilled Manual,North America,1,30000,1
14733,65,2-5 Miles,Bachelors,M,1,M,1,0,Skilled Manual,North America,1,30000,1
14734,64,2-5 Miles,Bachelors,M,1,M,1,0,Skilled Manual,North America,1,30000,1
14735,64,2-5 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,30000,1
14736,63,0-1 Miles,Partial High School,M,0,M,2,0,Manual,North America,3,20000,0
14737,63,1-2 Miles,Partial High School,M,1,S,2,0,Clerical,North America,3,20000,1
14738,64,0-1 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,1
14739,63,0-1 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,1
14740,63,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14741,63,0-1 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14742,62,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,0
14743,63,1-2 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,0
14744,62,1-2 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,1
14745,63,0-1 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,1
14746,62,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14747,62,1-2 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,1
14748,62,1-2 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,0
14749,61,0-1 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,0
14750,61,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14751,61,0-1 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,0
14752,60,0-1 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,1
14753,60,1-2 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,1
14754,60,1-2 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,1
14755,60,0-1 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,1
14756,60,0-1 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,1
14757,61,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14758,59,1-2 Miles,Graduate Degree,F,1,S,0,0,Skilled Manual,North America,4,80000,0
14759,60,0-1 Miles,Graduate Degree,F,1,S,0,0,Skilled Manual,North America,4,80000,0
14760,59,1-2 Miles,Graduate Degree,M,1,M,0,0,Skilled Manual,North America,4,80000,0
14761,59,1-2 Miles,Graduate Degree,F,1,S,0,0,Skilled Manual,North America,4,80000,0
14762,59,1-2 Miles,Graduate Degree,F,1,S,0,0,Skilled Manual,North America,4,80000,0
14763,59,1-2 Miles,Graduate Degree,M,1,S,0,0,Skilled Manual,North America,4,80000,0
14764,58,1-2 Miles,Graduate Degree,M,1,S,0,0,Skilled Manual,North America,4,60000,0
14765,59,0-1 Miles,Graduate Degree,M,1,M,0,0,Skilled Manual,North America,4,60000,0
14766,50,2-5 Miles,Partial College,M,0,S,0,1,Manual,Europe,1,20000,0
14767,49,2-5 Miles,Partial College,F,0,S,0,1,Manual,Europe,1,20000,0
14768,93,0-1 Miles,Partial College,M,0,M,2,0,Manual,Europe,4,10000,0
14769,49,0-1 Miles,Bachelors,F,1,M,0,0,Clerical,Europe,1,30000,1
14770,49,0-1 Miles,Bachelors,M,1,M,0,0,Clerical,Europe,1,30000,1
14771,49,1-2 Miles,Bachelors,F,1,M,0,0,Clerical,Europe,1,30000,1
14772,49,1-2 Miles,Bachelors,F,1,M,0,0,Clerical,Europe,1,30000,1
14773,49,0-1 Miles,Graduate Degree,M,1,M,0,0,Clerical,Europe,0,40000,1
14774,50,0-1 Miles,Graduate Degree,M,1,S,0,0,Clerical,Europe,0,40000,1
14775,49,0-1 Miles,Graduate Degree,F,1,M,0,0,Clerical,Europe,0,40000,1
14776,50,0-1 Miles,Graduate Degree,M,1,M,0,0,Clerical,Europe,0,40000,1
14777,49,0-1 Miles,Bachelors,F,1,M,0,0,Clerical,Europe,0,40000,1
14778,50,0-1 Miles,Partial High School,F,1,S,1,3,Manual,Europe,3,10000,1
14779,51,0-1 Miles,Partial High School,M,1,S,1,3,Manual,Europe,3,10000,1
14780,50,0-1 Miles,Partial High School,F,1,S,0,4,Manual,Europe,4,10000,0
14781,50,0-1 Miles,Partial College,M,0,S,1,1,Manual,Europe,1,20000,0
14782,50,1-2 Miles,Partial College,M,0,S,1,1,Manual,Europe,1,20000,0
14783,50,1-2 Miles,Partial College,F,0,S,1,1,Manual,Europe,1,20000,0
14784,50,0-1 Miles,Bachelors,M,0,S,0,1,Clerical,Europe,1,30000,0
14785,51,1-2 Miles,Bachelors,M,0,S,1,1,Clerical,Europe,1,30000,0
14786,50,2-5 Miles,Bachelors,M,1,M,1,1,Clerical,Europe,1,30000,0
14787,51,1-2 Miles,High School,F,0,S,1,1,Manual,Europe,1,20000,0
14788,51,1-2 Miles,High School,M,0,S,1,1,Manual,Europe,1,20000,0
14789,51,0-1 Miles,High School,F,1,S,0,2,Manual,Europe,2,20000,1
14790,51,0-1 Miles,Bachelors,M,1,M,0,0,Clerical,Europe,0,40000,1
14791,50,0-1 Miles,Bachelors,F,1,M,0,0,Clerical,Europe,0,40000,1
14792,50,0-1 Miles,Bachelors,M,1,M,0,0,Clerical,Europe,0,40000,1
14793,50,0-1 Miles,Bachelors,M,1,S,0,0,Clerical,Europe,0,40000,1
14794,50,0-1 Miles,Bachelors,M,1,M,0,0,Clerical,Europe,0,40000,1
14795,52,0-1 Miles,Bachelors,F,1,M,2,1,Skilled Manual,Europe,1,30000,1
14796,53,0-1 Miles,Partial High School,M,1,S,2,3,Manual,Europe,4,10000,1
14797,53,0-1 Miles,Partial High School,M,1,S,2,3,Manual,Europe,4,10000,1
14798,52,0-1 Miles,Partial High School,F,1,S,2,3,Manual,Europe,4,10000,1
14799,52,0-1 Miles,High School,F,1,S,0,2,Manual,Europe,2,20000,0
14800,53,0-1 Miles,Bachelors,F,1,M,2,1,Skilled Manual,Europe,1,30000,1
14801,54,0-1 Miles,Partial High School,F,0,M,2,2,Manual,Europe,3,10000,1
14802,53,0-1 Miles,High School,F,1,S,2,2,Manual,Europe,2,20000,1
14803,53,0-1 Miles,High School,F,1,S,1,3,Manual,Europe,3,20000,1
14804,54,0-1 Miles,Partial High School,F,1,S,2,2,Manual,Europe,3,10000,0
14805,54,0-1 Miles,Partial High School,F,1,S,2,2,Manual,Europe,3,10000,0
14806,54,0-1 Miles,Partial High School,M,1,S,2,2,Manual,Europe,3,10000,0
14807,55,0-1 Miles,Partial High School,F,1,S,2,2,Manual,Europe,4,10000,0
14808,54,0-1 Miles,Partial High School,F,1,S,2,2,Manual,Europe,4,10000,0
14809,54,0-1 Miles,High School,M,1,S,2,3,Manual,Europe,3,20000,0
14810,51,0-1 Miles,Bachelors,M,1,M,0,0,Professional,Europe,0,40000,0
14811,51,0-1 Miles,Bachelors,F,1,M,0,0,Professional,Europe,0,40000,0
14812,51,0-1 Miles,Bachelors,M,1,M,0,0,Professional,Europe,0,40000,0
14813,54,0-1 Miles,High School,F,1,S,1,4,Manual,Europe,4,20000,1
14814,54,0-1 Miles,Partial College,F,1,S,0,2,Clerical,Europe,2,30000,0
14815,52,0-1 Miles,Bachelors,F,1,M,0,0,Skilled Manual,Europe,1,40000,0
14816,52,0-1 Miles,Bachelors,F,1,M,0,0,Skilled Manual,Europe,1,40000,0
14817,52,0-1 Miles,Bachelors,F,1,M,0,0,Skilled Manual,Europe,1,40000,0
14818,53,0-1 Miles,Partial College,F,1,S,2,2,Clerical,Europe,2,30000,1
14819,53,0-1 Miles,Partial College,F,0,M,2,2,Clerical,Europe,2,30000,1
14820,53,0-1 Miles,Bachelors,M,1,M,0,0,Skilled Manual,Europe,1,40000,0
14821,53,0-1 Miles,Bachelors,M,1,M,0,0,Skilled Manual,Europe,1,40000,0
14822,54,0-1 Miles,Partial College,F,1,S,0,3,Clerical,Europe,3,30000,1
14823,54,0-1 Miles,Partial College,M,1,S,0,3,Clerical,Europe,3,30000,1
14824,54,0-1 Miles,Partial College,M,1,S,1,3,Clerical,Europe,3,30000,1
14825,41,1-2 Miles,High School,F,0,S,1,0,Manual,Europe,0,20000,0
14826,38,0-1 Miles,High School,F,0,M,2,4,Manual,Europe,4,20000,0
14827,38,0-1 Miles,Partial College,M,1,S,1,3,Clerical,Europe,3,30000,1
14828,38,0-1 Miles,Partial College,M,1,S,1,3,Clerical,Europe,3,30000,0
14829,40,0-1 Miles,Partial College,F,1,S,2,3,Clerical,Europe,3,30000,0
14830,54,0-1 Miles,Bachelors,F,1,M,0,0,Skilled Manual,Europe,1,40000,1
14831,55,0-1 Miles,Bachelors,M,1,M,0,0,Skilled Manual,Europe,1,40000,1
14832,54,0-1 Miles,Bachelors,M,1,M,0,0,Skilled Manual,Europe,1,40000,1
14833,55,2-5 Miles,Partial College,F,1,S,1,0,Clerical,Europe,1,30000,1
14834,40,0-1 Miles,Partial College,F,1,S,1,4,Clerical,Europe,4,30000,1
14835,39,0-1 Miles,Partial College,F,1,S,1,4,Clerical,Europe,4,30000,0
14836,39,0-1 Miles,Partial College,M,0,M,2,4,Clerical,Europe,4,30000,0
14837,40,2-5 Miles,Partial College,M,1,S,1,0,Clerical,Europe,0,30000,0
14838,40,0-1 Miles,Partial College,M,0,S,1,0,Clerical,Europe,0,30000,1
14839,40,2-5 Miles,Partial College,F,0,S,1,0,Clerical,Europe,0,30000,0
14840,40,2-5 Miles,Partial College,F,0,S,1,0,Clerical,Europe,0,30000,0
14841,106,1-2 Miles,Partial High School,M,1,M,1,0,Manual,Europe,2,20000,0
14842,42,5-10 Miles,High School,F,0,S,1,0,Manual,Europe,0,20000,0
14843,42,1-2 Miles,High School,M,0,S,1,0,Manual,Europe,0,20000,1
14844,43,2-5 Miles,Partial High School,M,0,S,1,0,Manual,Europe,0,20000,0
14845,43,0-1 Miles,Partial High School,F,0,S,2,0,Manual,Europe,0,10000,0
14846,43,1-2 Miles,Partial High School,F,1,S,2,0,Manual,Europe,0,20000,1
14847,44,1-2 Miles,Partial High School,F,0,S,2,0,Manual,Europe,0,20000,1
14848,42,2-5 Miles,Partial College,M,0,S,1,0,Clerical,Europe,0,30000,1
14849,42,0-1 Miles,Partial College,M,0,S,1,0,Clerical,Europe,0,30000,0
14850,44,0-1 Miles,Partial High School,F,0,S,2,0,Manual,Europe,0,10000,0
14851,45,1-2 Miles,Partial High School,F,1,S,2,0,Manual,Europe,0,20000,1
14852,39,1-2 Miles,Partial College,M,0,S,2,0,Skilled Manual,North America,0,60000,1
14853,70,5-10 Miles,High School,M,1,M,2,1,Skilled Manual,Pacific,2,20000,0
14854,69,5-10 Miles,Partial High School,F,1,S,2,1,Clerical,Pacific,2,20000,0
14855,69,5-10 Miles,Partial College,F,1,S,2,0,Clerical,Pacific,3,30000,1
14856,40,5-10 Miles,Partial High School,F,1,S,2,0,Clerical,North America,0,40000,0
14857,69,1-2 Miles,Partial High School,F,1,M,2,1,Clerical,Pacific,2,20000,0
14858,66,1-2 Miles,High School,M,0,M,2,0,Skilled Manual,Pacific,3,30000,0
14859,66,1-2 Miles,High School,M,0,M,2,0,Skilled Manual,Pacific,3,30000,0
14860,65,1-2 Miles,Partial College,M,0,M,2,0,Skilled Manual,Pacific,2,40000,0
14861,46,0-1 Miles,Partial College,F,1,S,1,2,Clerical,Europe,2,40000,1
14862,46,1-2 Miles,Partial College,M,1,S,2,2,Clerical,Europe,2,40000,0
14863,46,1-2 Miles,Partial College,F,1,S,2,2,Clerical,Europe,2,40000,0
14864,46,1-2 Miles,Partial College,F,1,S,2,2,Clerical,Europe,2,40000,0
14865,47,1-2 Miles,Partial College,M,1,S,2,2,Clerical,Europe,2,40000,0
14866,47,1-2 Miles,Partial College,F,1,S,2,2,Clerical,Europe,2,40000,0
14867,42,1-2 Miles,Partial College,F,1,S,0,3,Clerical,North America,3,40000,1
14868,42,1-2 Miles,Partial College,F,1,S,0,3,Clerical,North America,3,40000,1
14869,42,0-1 Miles,Partial College,F,1,S,1,3,Clerical,North America,3,40000,0
14870,44,0-1 Miles,Partial College,F,1,S,2,3,Clerical,North America,3,40000,0
14871,43,1-2 Miles,Partial College,M,1,S,2,3,Clerical,North America,3,40000,1
14872,44,0-1 Miles,Graduate Degree,M,1,M,0,0,Skilled Manual,North America,0,30000,0
14873,44,0-1 Miles,Graduate Degree,M,1,M,0,0,Skilled Manual,North America,0,30000,0
14874,42,1-2 Miles,Partial College,F,1,S,2,3,Clerical,North America,3,40000,1
14875,42,1-2 Miles,Partial College,F,1,S,2,3,Clerical,North America,3,40000,1
14876,87,1-2 Miles,Graduate Degree,M,1,M,1,0,Skilled Manual,North America,1,40000,0
14877,51,1-2 Miles,Graduate Degree,M,0,S,0,0,Skilled Manual,North America,0,60000,1
14878,52,0-1 Miles,Graduate Degree,M,0,M,0,0,Skilled Manual,North America,0,60000,0
14879,51,1-2 Miles,Graduate Degree,F,1,S,0,0,Skilled Manual,North America,0,60000,1
14880,64,1-2 Miles,Bachelors,F,1,M,1,0,Skilled Manual,North America,1,30000,1
14881,64,5-10 Miles,Bachelors,M,1,M,1,0,Skilled Manual,North America,1,30000,1
14882,64,2-5 Miles,Bachelors,F,1,M,1,0,Skilled Manual,North America,1,30000,1
14883,64,5-10 Miles,Bachelors,F,1,M,1,0,Skilled Manual,North America,1,30000,1
14884,64,5-10 Miles,Bachelors,F,1,M,1,0,Skilled Manual,North America,1,30000,1
14885,64,0-1 Miles,Partial High School,F,0,M,2,0,Manual,North America,3,20000,1
14886,63,1-2 Miles,Partial High School,F,1,S,2,0,Manual,North America,3,20000,1
14887,64,5-10 Miles,High School,F,1,M,1,0,Clerical,North America,1,30000,0
14888,63,1-2 Miles,High School,F,1,M,1,0,Clerical,North America,1,30000,1
14889,63,5-10 Miles,High School,M,1,M,1,0,Clerical,North America,1,30000,0
14890,63,10+ Miles,High School,M,1,M,1,0,Clerical,North America,1,30000,0
14891,63,0-1 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,1
14892,63,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14893,63,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14894,62,1-2 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,1
14895,62,1-2 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,1
14896,62,0-1 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14897,61,0-1 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,0
14898,61,0-1 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,0
14899,61,1-2 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,0
14900,61,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14901,61,0-1 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,0
14902,61,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14903,62,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,0
14904,61,1-2 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,0
14905,61,1-2 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,0
14906,61,0-1 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,0
14907,62,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,0
14908,61,0-1 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,0
14909,61,0-1 Miles,Partial College,M,1,M,1,0,Clerical,North America,1,40000,0
14910,60,0-1 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14911,61,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14912,60,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14913,60,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14914,60,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14915,60,1-2 Miles,Partial College,F,1,M,1,0,Clerical,North America,1,40000,1
14916,59,0-1 Miles,Graduate Degree,F,1,S,0,0,Skilled Manual,North America,4,80000,0
14917,60,0-1 Miles,Graduate Degree,M,1,M,0,0,Skilled Manual,North America,4,80000,0
14918,59,1-2 Miles,Graduate Degree,F,1,S,0,0,Skilled Manual,North America,4,80000,0
14919,59,0-1 Miles,Graduate Degree,M,1,M,0,0,Skilled Manual,North America,4,80000,0
14920,58,0-1 Miles,Graduate Degree,M,1,M,0,0,Skilled Manual,North America,4,60000,0
14921,58,0-1 Miles,Graduate Degree,F,0,S,0,0,Skilled Manual,North America,4,60000,0
14922,58,0-1 Miles,Graduate Degree,F,0,S,0,0,Skilled Manual,North America,4,60000,0
14923,50,0-1 Miles,Partial College,M,0,S,0,1,Manual,Europe,1,20000,0
14924,49,2-5 Miles,Partial College,F,1,M,1,1,Manual,Europe,1,20000,0
14925,49,0-1 Miles,Bachelors,F,1,M,0,0,Clerical,Europe,1,30000,1
14926,50,0-1 Miles,Bachelors,M,1,M,0,0,Clerical,Europe,1,30000,1
14927,49,0-1 Miles,Bachelors,F,1,M,0,0,Clerical,Europe,1,30000,1
14928,50,0-1 Miles,Bachelors,M,1,M,0,0,Clerical,Europe,1,30000,1
14929,49,2-5 Miles,Bachelors,M,1,M,0,1,Clerical,Europe,1,30000,1
14930,49,0-1 Miles,Bachelors,F,0,S,0,1,Clerical,Europe,1,30000,1
14931,49,0-1 Miles,Graduate Degree,M,1,M,0,0,Clerical,Europe,0,40000,1
14932,50,2-5 Miles,Partial College,M,1,M,1,1,Manual,Europe,1,20000,0
14933,51,2-5 Miles,Partial College,M,1,M,1,1,Manual,Europe,1,20000,0
14934,50,1-2 Miles,Bachelors,M,0,S,0,1,Clerical,Europe,1,30000,0
14935,50,0-1 Miles,Bachelors,M,0,S,0,1,Clerical,Europe,1,30000,0
14936,51,0-1 Miles,Bachelors,M,0,S,1,1,Clerical,Europe,1,30000,0
14937,51,0-1 Miles,Partial High School,M,1,S,1,4,Manual,Europe,4,10000,1
14938,51,2-5 Miles,High School,F,0,S,1,1,Manual,Europe,1,20000,0
14939,50,0-1 Miles,Bachelors,M,1,M,0,0,Clerical,Europe,0,40000,1
14940,51,0-1 Miles,Bachelors,F,0,M,0,0,Clerical,Europe,0,40000,1
14941,51,0-1 Miles,High School,F,1,S,0,2,Manual,Europe,2,20000,1
14942,52,1-2 Miles,Bachelors,F,0,S,1,1,Clerical,Europe,1,30000,0
14943,51,2-5 Miles,Bachelors,F,1,M,1,1,Clerical,Europe,1,30000,0
14944,52,0-1 Miles,Partial High School,M,1,S,2,3,Manual,Europe,5,10000,1
14945,52,0-1 Miles,Partial High School,F,1,S,2,3,Manual,Europe,5,10000,1
14946,52,0-1 Miles,High School,M,1,S,1,2,Manual,Europe,2,20000,1
14947,53,0-1 Miles,High School,M,1,S,1,2,Manual,Europe,2,20000,1
14948,52,0-1 Miles,Bachelors,M,1,M,2,1,Skilled Manual,Europe,1,30000,1
14949,52,0-1 Miles,Bachelors,M,1,M,2,1,Skilled Manual,Europe,1,30000,1
14950,53,0-1 Miles,Partial High School,F,1,S,2,2,Manual,Europe,3,10000,1
14951,53,0-1 Miles,Bachelors,F,1,M,2,1,Skilled Manual,Europe,1,30000,1
14952,53,0-1 Miles,Bachelors,F,1,M,2,1,Skilled Manual,Europe,1,30000,1
14953,54,0-1 Miles,Partial High School,F,1,S,2,2,Manual,Europe,3,10000,0
14954,54,0-1 Miles,Partial High School,F,1,S,2,2,Manual,Europe,3,10000,0
14955,55,0-1 Miles,High School,M,0,M,1,3,Manual,Europe,3,20000,0
14956,54,0-1 Miles,High School,F,1,S,0,4,Manual,Europe,4,20000,1
14957,54,0-1 Miles,High School,F,1,S,1,4,Manual,Europe,4,20000,1
14958,51,0-1 Miles,Bachelors,M,1,M,0,0,Professional,Europe,0,40000,0
14959,55,0-1 Miles,Partial College,M,1,S,0,2,Clerical,Europe,2,30000,0
14960,52,0-1 Miles,Partial College,M,1,S,1,2,Clerical,Europe,2,30000,1
14961,52,0-1 Miles,Bachelors,F,1,M,0,0,Skilled Manual,Europe,1,40000,0
14962,52,0-1 Miles,Bachelors,M,1,M,0,0,Skilled Manual,Europe,1,40000,0
14963,52,0-1 Miles,Bachelors,F,1,M,0,0,Skilled Manual,Europe,1,40000,0
14964,52,0-1 Miles,Bachelors,M,1,M,0,0,Skilled Manual,Europe,1,40000,0
14965,53,0-1 Miles,Partial College,M,0,M,2,2,Clerical,Europe,2,30000,1
14966,53,0-1 Miles,Partial College,M,1,S,2,2,Clerical,Europe,2,30000,1
